id,priority,municipality,pillar,primary_keyword_en,primary_keyword_es,url,requirement,release_status,index_policy
"463","P3","Guánica","business","professional services in Guánica","servicios profesionales en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/professional-services/","2 approved professional-service listings","live","index"
"464","P3","Guánica","food","restaurants in Guánica","restaurantes en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/restaurants/","2 approved restaurant listings","live","index"
"465","P3","Guánica","business","services near me in Guánica","servicios cerca de mí en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/services/","3 approved service listings across at least 2 categories","live","index"
"466","P3","Guánica","shopping","shopping in Guánica Puerto Rico","dónde comprar en Guánica Puerto Rico","https://spotlightpuertorico.com/puerto-rico/guanica/shopping/","2 approved retail listings","live","index"
"467","P3","Guánica","tourism","things to do in Guánica","qué hacer en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"468","P3","Guánica","tourism","tours in Guánica Puerto Rico","tours en Guánica Puerto Rico","https://spotlightpuertorico.com/puerto-rico/guanica/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"469","P3","Guayama","business","automotive services in Guayama","servicios automotrices en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/automotive/","2 approved automotive listings","live","index"
"470","P3","Guayama","tourism","beaches near Guayama","playas cerca de Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/beaches/","2 documented beaches with access and safety details","live","index"
"471","P3","Guayama","business","beauty and spa in Guayama","belleza y spa en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"472","P3","Guayama","food","cafes and bakeries in Guayama","cafés y panaderías en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"473","P3","Guayama","tourism","family things to do in Guayama","actividades familiares en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/family-activities/","3 documented family-suitable activities","live","index"
"474","P3","Guayama","business","home services in Guayama","servicios para el hogar en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/home-services/","2 approved home-service listings","live","index"
"475","P3","Guayama","business","local businesses in Guayama","negocios locales en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/local-businesses/","4 approved listings across at least 2 categories","live","index"
"476","P3","Guayama","business","professional services in Guayama","servicios profesionales en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/professional-services/","2 approved professional-service listings","live","index"
"477","P3","Guayama","food","restaurants in Guayama","restaurantes en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/restaurants/","2 approved restaurant listings","live","index"
"478","P3","Guayama","business","services near me in Guayama","servicios cerca de mí en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/services/","3 approved service listings across at least 2 categories","live","index"
"479","P3","Guayama","shopping","shopping in Guayama Puerto Rico","dónde comprar en Guayama Puerto Rico","https://spotlightpuertorico.com/puerto-rico/guayama/shopping/","2 approved retail listings","live","index"
"480","P3","Guayama","tourism","things to do in Guayama","qué hacer en Guayama","https://spotlightpuertorico.com/puerto-rico/guayama/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"481","P3","Guayama","tourism","tours in Guayama Puerto Rico","tours en Guayama Puerto Rico","https://spotlightpuertorico.com/puerto-rico/guayama/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"482","P3","Guayanilla","business","automotive services in Guayanilla","servicios automotrices en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/automotive/","2 approved automotive listings","live","index"
"483","P3","Guayanilla","tourism","beaches near Guayanilla","playas cerca de Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/beaches/","2 documented beaches with access and safety details","live","index"
"484","P3","Guayanilla","business","beauty and spa in Guayanilla","belleza y spa en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"485","P3","Guayanilla","food","cafes and bakeries in Guayanilla","cafés y panaderías en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"486","P3","Guayanilla","tourism","family things to do in Guayanilla","actividades familiares en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/family-activities/","3 documented family-suitable activities","live","index"
"487","P3","Guayanilla","business","home services in Guayanilla","servicios para el hogar en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/home-services/","2 approved home-service listings","live","index"
"488","P3","Guayanilla","business","local businesses in Guayanilla","negocios locales en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/local-businesses/","4 approved listings across at least 2 categories","live","index"
"489","P3","Guayanilla","business","professional services in Guayanilla","servicios profesionales en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/professional-services/","2 approved professional-service listings","live","index"
"490","P3","Guayanilla","food","restaurants in Guayanilla","restaurantes en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/restaurants/","2 approved restaurant listings","live","index"
"491","P3","Guayanilla","business","services near me in Guayanilla","servicios cerca de mí en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/services/","3 approved service listings across at least 2 categories","live","index"
"492","P3","Guayanilla","shopping","shopping in Guayanilla Puerto Rico","dónde comprar en Guayanilla Puerto Rico","https://spotlightpuertorico.com/puerto-rico/guayanilla/shopping/","2 approved retail listings","live","index"
"493","P3","Guayanilla","tourism","things to do in Guayanilla","qué hacer en Guayanilla","https://spotlightpuertorico.com/puerto-rico/guayanilla/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"494","P3","Guayanilla","tourism","tours in Guayanilla Puerto Rico","tours en Guayanilla Puerto Rico","https://spotlightpuertorico.com/puerto-rico/guayanilla/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"495","P3","Guaynabo","business","automotive services in Guaynabo","servicios automotrices en Guaynabo","https://spotlightpuertorico.com/puerto-rico/guaynabo/automotive/","2 approved automotive listings","live","index"
"496","P3","Guaynabo","tourism","beaches near Guaynabo","playas cerca de Guaynabo","https://spotlightpuertorico.com/puerto-rico/guaynabo/beaches/","2 documented beaches with access and safety details","live","index"
"497","P3","Guaynabo","business","beauty and spa in Guaynabo","belleza y spa en Guaynabo","https://spotlightpuertorico.com/puerto-rico/guaynabo/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"498","P3","Guaynabo","food","cafes and bakeries in Guaynabo","cafés y panaderías en Guaynabo","https://spotlightpuertorico.com/puerto-rico/guaynabo/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"499","P3","Guaynabo","tourism","family things to do in Guaynabo","actividades familiares en Guaynabo","https://spotlightpuertorico.com/puerto-rico/guaynabo/family-activities/","3 documented family-suitable activities","live","index"
"500","P3","Guaynabo","business","home services in Guaynabo","servicios para el hogar en Guaynabo","https://spotlightpuertorico.com/puerto-rico/guaynabo/home-services/","2 approved home-service listings","live","index"
